"" "gene_symbol"
"FBgn0283741" "prage"
"FBgn0004656" "fs(1)h"
"FBgn0029763" "Usp16-45"
"FBgn0039020" "CG17141"
"FBgn0267141" "lncRNA:CR45581"
"FBgn0265709" "lncRNA:CR44516"
"FBgn0039932" "fuss"
"FBti0060162" ""
"FBgn0015765" "p38a"
"FBgn0025378" "CG3795"
"FBgn0004573" "5-HT7"
"FBgn0024740" "Lip2"
"FBti0063538" ""
"FBti0060519" ""
"FBgn0031935" "CG13793"
"FBgn0264908" "pHCl-1"
"FBgn0034312" "CG10916"
"FBgn0053804" "His1:CG33804"
"FBgn0045470" "Gr93b"
"FBgn0038973" "Pebp1"
"FBti0061469" ""
"FBti0019495" ""
"FBgn0010042" "GstD6"
"FBti0060190" ""
"FBgn0030826" "CG12995"
"FBgn0064123" "stg1"
"FBti0060299" ""
"FBgn0028946" "Or35a"
"FBti0061388" ""
"FBgn0265574" "Cdc5"
"FBgn0029710" "CG3568"
"FBti0064299" ""
"FBgn0032256" "RluA-2"
"FBti0019493" ""
"FBti0062364" ""
"FBgn0263538" "mir-4965"
"FBgn0024366" "CG11409"
"FBgn0050250" "tRNA:His-GTG-1-2"
"FBti0064183" ""
"FBgn0011822" "Pgcl"
"FBgn0085788" "CR41504"
"FBgn0051115" "CG31115"
"FBgn0266822" "lncRNA:CR45284"
"FBgn0052654" "Sec16"
"FBti0061651" ""
"FBti0063213" ""
"FBgn0031554" "CG15418"
"FBti0061150" ""
"FBgn0085475" "CG34446"
"FBti0060245" ""
"FBgn0259977" "Tdc1"
"FBgn0053284" "CG33284"
"FBgn0020647" "KrT95D"
"FBgn0035781" "CG8560"
"FBgn0262440" "mir-280"
"FBgn0019637" "Atu"
"FBgn0266828" "lncRNA:CR45290"
"FBgn0030291" "CG1738"
"FBgn0031571" "bark"
"FBgn0031722" "CG14011"
"FBgn0036552" "CG17028"
"FBgn0030551" "CG11674"
"FBti0060114" ""
"FBgn0031853" "TTLL3B"
"FBti0061197" ""
"FBgn0037491" "CG1227"
"FBgn0053920" "CG33920"
"FBgn0265584" "lncRNA:CR44411"
"FBti0062316" ""
"FBgn0035372" "CG12093"
"FBgn0264712" "CG1172"
"FBti0020425" ""
"FBgn0082966" "snoRNA:Psi28S-3327b"
"FBgn0051823" "CG31823"
"FBgn0085470" "lmgB"
"FBgn0032408" "CG6712"
"FBti0019818" ""
"FBti0064112" ""
"FBgn0085500" "CR40601"
"FBgn0003721" "Tm1"
"FBti0061108" ""
"FBgn0283651" "CG46301"
"FBgn0263597" "Acp98AB"
"FBgn0011305" "Rsf1"
"FBgn0031381" "Npc2a"
"FBti0063512" ""
"FBti0020109" ""
"FBti0059656" ""
"FBgn0266465" "GckIII"
"FBgn0050202" "tRNA:Ser-TGA-2-1"
"FBti0020122" ""
"FBti0063584" ""
"FBgn0032642" "CG5110"
"FBgn0035186" "CG13912"
"FBgn0028900" "CG18518"
"FBgn0028931" "CG16863"
"FBgn0033351" "AIMP1"
"FBgn0032644" "CG5131"
"FBgn0029840" "raptor"
"FBti0061008" ""
"FBti0060149" ""
"FBgn0051870" "CG31870"
"FBgn0063449" "Uhg2"
"FBti0061774" ""
"FBgn0038452" "CG14905"
"FBgn0250825" "CG34241"
"FBgn0010441" "pll"
"FBgn0031359" "Rim2"
"FBgn0000221" "brn"
"FBgn0267687" "lncRNA:CR46023"
"FBgn0267595" "CR45933"
"FBgn0015776" "nrv1"
"FBti0061212" ""
"FBgn0263747" "CG43672"
"FBgn0038632" "CG14301"
"FBgn0029765" "CG16756"
"FBgn0002306" "sas"
"FBgn0034506" "CG13870"
"FBgn0267615" "lncRNA:CR45953"
"FBgn0266205" "lncRNA:CR44900"
"FBgn0037781" "Fancl"
"FBgn0033357" "Tom7"
"FBgn0265980" "lncRNA:CR44759"
"FBgn0031980" "RpL36A"
"FBti0063454" ""
"FBgn0001169" "H"
"FBgn0053831" "His1:CG33831"
"FBgn0266196" "asRNA:CR44891"
"FBgn0037241" "CG14646"
"FBgn0028932" "CG16890"
"FBgn0039083" "CG10177"
"FBgn0265798" "lncRNA:CR44587"
"FBgn0262790" "CG43171"
"FBti0060364" ""
"FBgn0004133" "blow"
"FBgn0026192" "par-6"
"FBti0061914" ""
"FBgn0263399" "CG43445"
"FBgn0038494" "beat-IIb"
"FBgn0039002" "CG17625"
"FBgn0262813" "CG43184"
"FBgn0039114" "Lsd-1"
"FBti0059889" ""
"FBti0019224" ""
"FBti0062165" ""
"FBgn0037942" "CG14721"
"FBti0061509" ""
"FBti0063597" ""
"FBgn0000307" "chif"
"FBgn0261610" "CG42699"
"FBgn0051286" "CG31286"
"FBgn0038611" "CG14309"
"FBgn0052312" "tRNA:Cys-GCA-2-1"
"FBgn0259992" "CG42489"
"FBgn0024491" "Bin1"
"FBgn0014033" "Sr-CI"
"FBgn0259955" "CG42465"
"FBgn0034087" "clu"
"FBgn0266945" "asRNA:CR45396"
"FBti0061796" ""
"FBgn0267863" "CR46151"
"FBti0020282" ""
"FBti0019100" ""
"FBgn0262454" "mir-1007"
"FBgn0267594" "CR45932"
"FBgn0264942" "lncRNA:CR44111"
"FBgn0037685" "Or85f"
"FBgn0035176" "CG13905"
"FBgn0053774" "CG33774"
"FBgn0037980" "DCAF12"
"FBgn0035838" "ldbr"
"FBgn0051333" "tRNA:Thr-CGT-1-3"
"FBgn0038486" "CG5265"
"FBgn0053111" "CG33111"
"FBgn0011555" "thetaTry"
"FBti0061490" ""
"FBgn0050008" "CG30008"
"FBgn0036846" "MESR6"
"FBgn0029942" "CG2059"
"FBgn0015558" "tty"
"FBgn0010497" "dmGlut"
"FBgn0266230" "lncRNA:CR44925"
"FBgn0039200" "CG13616"
"FBti0061793" ""
"FBti0019273" ""
"FBgn0035550" "CG11349"
"FBgn0053386" "5SrRNA:CR33386"
"FBgn0261568" "CG42682"
"FBti0018875" ""
"FBgn0263207" "CR43377"
"FBgn0030775" "CG9673"
"FBgn0053289" "ppk5"
"FBgn0052481" "tRNA:Ile-TAT-1-2"
"FBgn0039280" "Mocs2B"
"FBgn0004855" "RpII15"
"FBgn0011848" "tRNA:Glu-TTC-1-6"
"FBgn0034588" "CG9394"
"FBgn0030309" "CG1572"
"FBgn0260718" "CR42545"
"FBgn0037544" "CG11035"
"FBgn0259725" "CG42379"
"FBgn0264540" "CG43919"
"FBti0102096" ""
"FBgn0039627" "CG11837"
"FBti0064170" ""
"FBgn0266350" "lncRNA:CR44999"
"FBgn0083963" "Nlg3"
"FBgn0032782" "Rab9"
"FBgn0262617" "Nuak1"
"FBgn0053880" "His2B:CG33880"
"FBti0059818" ""
"FBgn0010039" "GstD3"
"FBti0062921" ""
"FBti0018893" ""
"FBgn0037106" "CG11307"
"FBgn0052017" "CG32017"
"FBgn0036782" "CG7320"
"FBgn0003742" "tra2"
"FBgn0000576" "ems"
"FBgn0044324" "Chro"
"FBgn0035520" "CG11586"
"FBti0061928" ""
"FBti0018899" ""
"FBgn0051687" "CG31687"
"FBti0019737" ""
"FBgn0053285" "CG33285"
"FBgn0260812" "inaF-D"
"FBgn0264817" "pre-lola-G"
"FBti0063651" ""
"RR48377_transposable_element" ""
"FBgn0013983" "imd"
"FBgn0033344" "CG8252"
"FBgn0267073" "lncRNA:CR45517"
"FBgn0033732" "CG13157"
"RR48358_transposable_element" ""
"FBgn0052296" "Mrtf"
"FBti0019529" ""
"FBgn0040467" "Dlip1"
"FBgn0037358" "elm"
"FBgn0003676" "CCT1"
"FBgn0261532" "cdm"
"FBgn0039650" "Mesh1"
"FBti0062684" ""
"FBti0060119" ""
"FBgn0032330" "Samuel"
"FBti0063750" ""
"FBgn0029573" "CG14770"
"FBgn0033264" "Nup50"
"FBgn0266984" "lncRNA:CR45435"
"FBgn0028569" "robl37BC"
"FBgn0265758" "lncRNA:CR44565"
"FBti0020024" ""
"FBgn0267600" "lncRNA:CR45938"
"FBgn0031305" "Iris"
"FBgn0040384" "CG32795"
"FBti0061115" ""
"FBgn0035187" "Trh"
"FBgn0029870" "Marf"
"FBti0062780" ""
"FBgn0040752" "Prosap"
"FBgn0265919" "lncRNA:CR44708"
"FBgn0085284" "Blos3"
"FBgn0266069" "lncRNA:CR44822"
"FBti0063929" ""
"FBti0019906" ""
"FBgn0052284" "CG32284"
"FBgn0035059" "CG3894"
"FBgn0031116" "CG1695"
"FBgn0263983" "CG43732"
"FBgn0028534" "CG7916"
"FBgn0263570" "mir-4941"
"FBgn0263448" "asRNA:CR43471"
"FBgn0026060" "Mipp2"
"FBgn0029514" "312"
"FBti0063187" ""
"FBgn0020399" "Mst89B"
"FBgn0015571" "alpha-Est3"
"FBgn0261582" "CG42692"
"FBti0060910" ""
"FBgn0031887" "Ugt307A1"
"FBgn0039707" "Prtl99C"
"FBgn0038419" "CG14879"
"FBgn0031392" "AIF"
"FBti0060111" ""
"FBgn0261998" "CG42816"
"FBgn0019952" "Orct"
"FBgn0002023" "Lim3"
"FBgn0031740" "CG7239"
"FBgn0028853" "CG15263"
"FBgn0054006" "lncRNA:CR34006"
"FBgn0037963" "Cad87A"
"FBgn0011769" "Fdx1"
"FBgn0086031" "snoRNA:Me28S-U1230"
"FBgn0083989" "snoRNA:Me28S-C3420b"
"FBti0062725" ""
"FBgn0030945" "Ing3"
"FBgn0023522" "CG11596"
"FBgn0004594" "Eig71Eg"
"FBti0064210" ""
"RR48375_transposable_element" ""
"FBgn0086613" "Ino80"
"FBgn0000527" "e"
"FBgn0286736" "snoRNA:Or-ACA9"
"FBgn0034915" "eIF6"
"FBti0062528" ""
"FBti0063322" ""
"FBgn0013334" "Sap47"
"FBgn0033507" "CG12909"
"FBgn0032313" "CG14070"
"FBgn0263500" "lncRNA:CR43489"
"FBgn0052106" "CG32106"
"FBti0020103" ""
"FBti0064103" ""
"FBgn0038753" "CG4459"
"FBgn0284249" "Adf1"
"FBgn0011695" "EbpIII"
"FBgn0263258" "chas"
"FBgn0085297" "CG34268"
"FBgn0261993" "CG42811"
"FBgn0030798" "CG13003"
"FBgn0032296" "CG6729"
"FBgn0265636" "lncRNA:CR44443"
"FBgn0003204" "ras"
"FBti0061166" ""
"FBti0019520" ""
"FBgn0050366" "swif"
"FBti0063916" ""
"FBgn0036623" "Agpat3"
"FBti0060484" ""
"FBti0061997" ""
"FBtr0472793_df_nrg" ""
"FBgn0033807" "AQP"
"FBti0064242" ""
"FBti0015567" ""
"FBgn0037956" "CG6959"
"FBtr0304301_df_nrg" ""
"FBgn0266036" "lncRNA:CR44801"
"FBgn0026879" "CG13364"
"FBgn0036059" "nudE"
"FBgn0266024" "lncRNA:CR44789"
"FBti0063065" ""
"FBgn0039523" "CG12885"
"FBgn0259748" "CG42397"
"FBti0063981" ""
"FBgn0004512" "Mdr49"
"FBtr0304224_df_nrg" ""
"FBgn0050223" "tRNA:His-GTG-1-5"
"FBgn0035147" "Gale"
"FBgn0027503" "CG11970"
"FBti0019949" ""
"FBgn0003140" "PpY-55A"
"FBgn0265198" "lncRNA:CR44258"
"FBgn0259192" "CG42296"
"FBgn0267901" "CR46189"
"FBgn0266829" "lncRNA:CR45291"
"FBti0060225" ""
"FBgn0265737" "lncRNA:CR44544"
"FBgn0015221" "Fer2LCH"
"FBgn0039856" "CG1774"
"FBgn0035734" "CG14823"
"FBgn0262647" "Nup160"
"FBgn0042206" "GstD10"
"FBgn0031951" "r2d2"
"FBgn0065100" "snmRNA:254"
"FBti0060873" ""
"FBgn0266365" "lncRNA:CR45013"
"FBti0062376" ""
"FBgn0031987" "CG12375"
"FBgn0265188" "CG44253"
"FBti0060217" ""
"FBti0061272" ""
"FBgn0031900" "CG13786"
"FBtr0309581_df_nrg" ""
"FBgn0086065" "snoRNA:Me28S-G3113a"
"FBgn0037492" "CG10050"
"FBgn0011202" "dia"
"FBti0114510" ""
"FBti0063686" ""
"FBgn0005696" "DNApol-alpha73"
"FBgn0001148" "gsb"
"FBgn0040696" "CG18675"
"FBgn0040931" "CG9034"
"FBgn0005642" "wdn"
"FBgn0053895" "His4:CG33895"
"FBgn0264475" "lncRNA:CR43883"
"FBgn0003087" "pim"
"FBgn0013755" "Bro"
"FBti0063706" ""
"FBgn0267228" "lncRNA:CR45668"
"FBgn0031344" "CG7420"
"FBti0062081" ""
"FBgn0029834" "CG5937"
"FBgn0028394" "CG17834"
"FBgn0051546" "CG31546"
"FBgn0021761" "Nup154"
"FBti0062559" ""
"FBgn0263543" "mir-4979"
"FBti0019421" ""
"FBti0060577" ""
"FBti0062993" ""
"FBti0062679" ""
"FBgn0261834" "CG42766"
"FBti0060866" ""
"FBti0062694" ""
"FBti0061608" ""
"FBti0020116" ""
"FBti0062400" ""
"FBgn0052182" "CG32182"
"FBgn0032052" "PIG-U"
"FBgn0033279" "CG2291"
"FBgn0267864" "CR46152"
"FBgn0039473" "CG17191"
"FBgn0266722" "Trs33"
"FBti0062230" ""
"FBgn0020493" "Dad"
"FBti0061764" ""
"FBgn0259738" "CG42392"
"FBgn0265726" "Nna1"
"FBgn0031065" "CG14234"
"FBgn0033814" "Qsox1"
"FBgn0015770" "MstProx"
"FBgn0265861" "lncRNA:CR44650"
"FBgn0032492" "Prosalpha6T"
"RR48335_transposable_element" ""
"FBti0064287" ""
"FBgn0262621" "CG43145"
"FBgn0040271" "Sulf1"
"FBgn0019661" "lncRNA:roX1"
"FBgn0083938" "BG642163"
"FBgn0267560" "lncRNA:CR45900"
"FBgn0011993" "tRNA:Thr-AGT-1-5"
"FBgn0035676" "ssp6"
"FBgn0034667" "comr"
"FBgn0039298" "to"
"FBti0019472" ""
"FBgn0036192" "Pldn"
"FBgn0042186" "CG17239"
"FBti0062934" ""
"FBgn0265778" "PDZ-GEF"
"FBti0063590" ""
"FBgn0037169" "CG11404"
"FBgn0264788" "asRNA:CR44018"
"FBgn0265807" "lncRNA:CR44596"
"FBgn0031319" "CG4896"
"FBgn0016930" "Dyrk2"
"FBgn0262432" "mir-8"
"FBgn0028412" "Mst33A"
"FBgn0082945" "snoRNA:Me28S-A2634b"
"FBgn0034259" "P32"
"FBgn0029095" "aru"
"FBgn0051386" "lncRNA:CR31386"
"RR48361_transposable_element" ""
"FBgn0031393" "CG15382"
"FBgn0037987" "CG14739"
"FBgn0032176" "CG13127"
"FBti0019166" ""
"FBgn0028875" "nAChRalpha5"
"FBgn0053889" "His4:CG33889"
"FBgn0037541" "CG2747"
"FBgn0025118" "tRNA:Pro-CGG-3-1"
"FBgn0033529" "CG17765"
"FBgn0265942" "lncRNA:CR44729"
"FBgn0265705" "asRNA:CR44512"
"FBgn0063493" "GstE7"
"FBti0062225" ""
"FBgn0052761" "tRNA:Glu-CTC-6-1Psi"
"FBgn0053136" "CG33136"
"FBgn0037603" "CG11753"
"FBti0019568" ""
"FBgn0035436" "CG12016"
"FBgn0267588" "asRNA:CR45926"
"FBti0063935" ""
"FBgn0034062" "CG8388"
"FBgn0035069" "CG3611"
"FBgn0024191" "sip1"
"FBgn0036980" "RhoBTB"
"FBti0063617" ""
"FBgn0039269" "veli"
"FBgn0026390" "Or33c"
"FBti0063895" ""
"FBgn0038016" "MBD-R2"
"FBgn0037727" "Nepl12"
"FBgn0036258" "eIF3l"
"FBgn0036769" "Tsp74F"
"FBgn0037926" "Elp1"
"FBgn0031879" "uif"
"FBgn0265818" "lncRNA:CR44607"
"FBgn0266072" "lncRNA:CR44825"
"FBgn0033754" "Ak6"
"FBgn0265609" "asRNA:CR44427"
"FBgn0034582" "Cht9"
"FBgn0286032" "lncRNA:CR46352"
"FBti0020322" ""
"RR48346_transposable_element" ""
"FBgn0032488" "CG16812"
"FBgn0040477" "cid"
"FBti0019519" ""
"FBgn0266260" "lncRNA:CR44955"
"FBgn0053355" "5SrRNA:CR33355"
"FBgn0287609" "lncRNA:CR46478"
"FBti0063412" ""
"FBgn0032505" "CG16826"
"FBgn0027784" "Prp18"
"FBgn0035444" "CG12012"
"FBti0063809" ""
"FBgn0038153" "Ir87a"
"FBti0060434" ""
"FBti0063971" ""
"FBgn0041096" "rols"
"FBgn0000376" "crm"
"FBgn0000261" "Cat"
"FBgn0250845" "CG1288"
"FBgn0266681" "asRNA:CR45171"
"FBgn0033573" "Obp47a"
"FBgn0286034" "asRNA:CR46354"
"FBtr0309675_df_nrg" ""
"FBti0063410" ""
"FBgn0028523" "CG5888"
"FBgn0035665" "Jon65Aiii"
"FBgn0011882" "tRNA:Ile-AAT-1-4"
"FBgn0037697" "GstZ2"
"FBti0019617" ""
"FBgn0026376" "Rgl"
"FBgn0265836" "CG44625"
"FBgn0031064" "CG12531"
"FBgn0062517" "CG16984"
"FBti0018882" ""
"FBgn0039358" "CG5028"
"FBgn0004957" "por"
"FBgn0037282" "CG14657"
"FBti0061803" ""
"FBgn0036141" "wls"
"FBgn0053532" "lectin-37Da"
"FBti0019199" ""
"FBgn0011962" "tRNA:Arg-ACG-1-7"
"FBgn0003430" "slp1"
"FBti0062101" ""
"FBgn0032666" "CG5758"
"FBgn0267146" "lncRNA:CR45586"
"FBgn0265828" "lncRNA:CR44617"
"FBgn0034901" "CG11300"
"FBgn0023416" "Ac3"
"FBgn0265713" "lncRNA:CR44520"
"FBgn0264513" "lncRNA:CR43912"
"FBgn0040658" "CG13516"
"FBti0061707" ""
"FBti0063036" ""
"FBgn0037514" "CG10919"
"FBti0059860" ""
"FBgn0033504" "CAP"
"FBgn0031630" "CG15629"
"FBgn0034715" "Oatp58Db"
"FBgn0038529" "CG14323"
"FBgn0033853" "CG6145"
"FBgn0010825" "Gug"
"FBgn0034898" "CG18128"
"FBgn0039186" "CG5746"
"FBgn0260390" "CG42516"
"FBgn0265850" "lncRNA:CR44639"
"FBgn0267820" "asRNA:CR46145"
"FBgn0034733" "CG4752"
"FBgn0032773" "fon"
"FBgn0264476" "lncRNA:CR43884"
"FBgn0004516" "Gad1"
"FBgn0039108" "CG10232"
"FBgn0265891" "lncRNA:CR44680"
"FBgn0038523" "Sgs5bis"
"FBti0060351" ""
"FBgn0260392" "CG42518"
"FBtr0304496_df_nrg" ""
"FBgn0265930" "lncRNA:CR44719"
"FBgn0041585" "olf186-F"
"FBti0063354" ""
"FBgn0266789" "lncRNA:CR45254"
"FBgn0037766" "Teh1"
"FBgn0039923" "MED26"
"FBgn0032819" "CG10463"
"FBgn0267101" "lncRNA:CR45541"
"FBti0062896" ""
"FBgn0002932" "neur"
"FBgn0262354" "CG43052"
"FBti0060495" ""
"FBgn0029771" "CG12730"
"FBti0019227" ""
"FBgn0040392" "CG14050"
"FBgn0262728" "Pal2"
"FBgn0038201" "PK1-R"
"FBgn0267459" "lncRNA:CR45809"
"FBti0061522" ""
"FBti0019340" ""
"FBtr0472931_df_nrg" ""
"FBgn0037174" "CG14457"
"FBgn0261503" "lncRNA:CR42651"
"FBti0063941" ""
"FBgn0266095" "lncRNA:CR44832"
"FBgn0037141" "DNApol-eta"
"FBgn0047199" "CG31517"
"FBgn0037387" "CG1213"
"FBgn0052758" "Snx27"
"FBgn0267547" "lncRNA:CR45887"
"FBgn0284418" "lncRNA:TS25"
"FBti0060751" ""
"FBgn0261274" "Ero1L"
"FBgn0003117" "pnr"
"FBti0019600" ""
"FBgn0032986" "CG3262"
"FBgn0037388" "CG14676"
"RR50358_transposable_element" ""
"FBgn0267497" "28SrRNA:CR45837"
"FBgn0035768" "CG14834"
"FBgn0050069" "CG30069"
"FBgn0262010" "CG42828"
"FBgn0034879" "Rrp4"
"FBgn0040759" "CG13177"
"FBti0018906" ""
"FBgn0034276" "Sardh"
"FBgn0263496" "lncRNA:CR43485"
"FBti0064305" ""
"FBti0063749" ""
"FBgn0036959" "CG6951"
"FBgn0031670" "SelT"
"FBgn0015546" "spel1"
"FBgn0266225" "lncRNA:CR44920"
"FBgn0039357" "CG4743"
"FBgn0040239" "bc10"
"FBgn0035704" "Vps8"
"FBgn0032692" "IFT46"
"FBti0059797" ""
"FBgn0051802" "CG31802"
"FBgn0264574" "Glut1"
"FBti0019178" ""
"FBgn0041242" "Gr47a"
"FBgn0052091" "CG32091"
"FBgn0267771" "lncRNA:CR46102"
"FBti0061760" ""
"FBti0020371" ""
"FBgn0031182" "Cyp6t1"
"FBti0019080" ""
"FBgn0013325" "RpL11"
"FBgn0031907" "CG5171"
"FBgn0034647" "pirk"
"FBti0063141" ""
"FBgn0051415" "CG31415"
"FBgn0030613" "Rab3-GEF"
"FBgn0267703" "lncRNA:CR46036"
"FBgn0263454" "asRNA:CR43477"
"FBgn0037467" "Ufl1"
"FBgn0264390" "lncRNA:CR43838"
"FBgn0260995" "dpr21"
"FBti0061324" ""
"FBgn0034065" "Rrp42"
"FBgn0040344" "Lztr1"
"FBgn0037191" "CG14448"
"FBti0060526" ""
"FBgn0051410" "Npc2e"
"FBgn0054056" "CG34056"
"FBgn0267236" "CG45676"
"FBti0062804" ""
"FBgn0035256" "CG13930"
"FBgn0043530" "Obp51a"
"FBgn0266276" "asRNA:CR44961"
"FBti0062184" ""
"FBti0020289" ""
"FBgn0051876" "Cpr30F"
"FBti0061644" ""
"FBgn0003145" "prd"
"FBgn0038065" "Snx3"
"FBgn0030996" "CG14194"
"FBgn0266064" "GlyS"
"FBgn0034782" "CG12490"
"FBgn0034407" "DptB"
"FBti0060809" ""
"FBgn0266784" "lncRNA:CR45249"
"FBti0018874" ""
"FBti0059859" ""
"FBti0060117" ""
"FBti0062447" ""
"FBti0063647" ""
"FBgn0036382" "CG13737"
"FBgn0012037" "Ance"
"FBgn0053062" "CG33062"
"FBgn0029666" "CG10803"
"FBgn0033302" "Cyp6a14"
"FBgn0032822" "CG10466"
"FBgn0259190" "Ir7d"
"FBti0020428" ""
"FBti0059890" ""
"FBgn0286737" "snoRNA:Or-CD16"
"FBgn0040251" "Ugt302K1"
"FBti0063249" ""
"FBti0019584" ""
"FBgn0063379" "snoRNA:U31:54Ec"
"FBgn0026371" "SAK"
"FBgn0031896" "CG4502"
"FBgn0037997" "CG14742"
"FBti0062904" ""
"FBgn0028950" "CG15255"
"FBgn0053421" "5SrRNA:CR33421"
"FBti0061804" ""
"FBti0059833" ""
"FBti0061003" ""
"FBti0020070" ""
"FBgn0084001" "CG41434"
"FBgn0027602" "CG8611"
"FBgn0266202" "asRNA:CR44897"
"FBgn0265075" "lncRNA:CR44186"
"FBgn0010019" "Cyp4g1"
"FBgn0030451" "CG15717"
"FBgn0050018" "mthl13"
"RR48363_transposable_element" ""
"FBgn0039501" "TTLL6B"
"FBti0063474" ""
"FBgn0083961" "CG34125"
"FBgn0053704" "CG33704"
"FBgn0036019" "Or67b"
"FBgn0038470" "CG18213"
"FBgn0265530" "lncRNA:CR44380"
"FBgn0039881" "CG1971"
"FBgn0010269" "Dsor1"
"FBgn0029814" "CG15765"
"FBgn0267134" "lncRNA:CR45574"
"FBgn0040512" "zetaCOP"
"FBgn0013307" "Odc1"
"FBgn0263396" "sqd"
"FBgn0030278" "CG15200"
"FBgn0260659" "CG42542"
"FBgn0262881" "CG43236"
"RR46620_transposable_element" ""
"FBti0062690" ""
"FBgn0029761" "SK"
"FBti0061307" ""
"FBgn0038734" "CG11453"
"FBgn0041781" "SCAR"
"FBgn0038860" "Ice2"
"FBgn0038273" "CG14860"
"FBti0060758" ""
"FBgn0086129" "snama"
"FBti0019109" ""
"FBgn0261647" "Axud1"
"FBti0060071" ""
"FBgn0051119" "HDAC11"
"FBgn0035138" "CG13884"
"FBti0061059" ""
"FBti0063687" ""
"FBgn0008635" "betaCOP"
"FBgn0262142" "lncRNA:CR42868"
"FBgn0040773" "COX7C"
"FBgn0050323" "CG30323"
"FBti0064042" ""
"FBti0063565" ""
"FBti0063822" ""
"FBti0062418" ""
"FBgn0036282" "Smyd4-2"
"FBgn0031432" "Cyp309a1"
"FBgn0052221" "CG32221"
"FBgn0035620" "Alp9"
"FBti0061076" ""
"FBgn0287595" "CG46464"
"FBgn0030891" "Ada3"
"FBti0063421" ""
"FBgn0262422" "mir-1011"
"FBgn0051693" "CG31693"
"FBgn0052009" "CR32009"
"FBgn0266001" "lncRNA:CR44775"
"FBti0060848" ""
"FBgn0050432" "CG30432"
"FBgn0033500" "CG12913"
"FBgn0053842" "His3:CG33842"
"FBgn0260646" "CG42538"
"FBgn0031604" "Elp3"
"FBgn0021847" "Ttc7"
"FBgn0011204" "cue"
"FBgn0284408" "trol"
"FBti0060665" ""
"FBgn0053378" "5SrRNA:CR33378"
"FBgn0261065" "Cpsf73"
"FBti0063536" ""
"FBtr0309632_df_nrg" ""
"FBgn0261634" "CG42717"
"FBgn0033133" "Tsp42Ek"
"FBgn0050065" "CG30065"
"FBgn0265002" "CG44153"
"FBgn0038360" "CG9590"
"FBgn0034480" "CG16898"
"FBgn0266905" "lncRNA:CR45365"
"RR48309_transposable_element" ""
"FBgn0030266" "CG11122"
"FBgn0033925" "CG8617"
"FBgn0026616" "alpha-Man-IIb"
"FBgn0029175" "sotv"
"FBgn0053388" "5SrRNA:CR33388"
"FBgn0032304" "CG17134"
"FBti0062485" ""
"FBgn0050275" "CG30275"
"FBti0060728" ""
"FBgn0039751" "CG1983"
"FBgn0033963" "CG12857"
"FBgn0024285" "Srp54"
"FBgn0086059" "snoRNA:Me18S-C1280"
"FBgn0038582" "CG7988"
"FBgn0053729" "snmRNA:430c"
"FBgn0029690" "CG6414"
"FBgn0037530" "EMC1"
"FBgn0030160" "CG9691"
"FBgn0025334" "PHDP"
"FBgn0085784" "CR41379"
"FBti0019650" ""
"FBgn0263213" "CR43383"
"FBgn0266586" "lncRNA:CR45111"
"FBti0019556" ""
"FBgn0267677" "lncRNA:CR46013"
"FBgn0003926" "snRNA:U3"
"FBgn0264997" "lncRNA:CR44148"
"FBti0064046" ""
"FBgn0259713" "CG42367"
"FBgn0267534" "asRNA:CR45874"
"FBgn0086668" "snoRNA:Psi28S-3436a"
"FBgn0051779" "Acp24A4"
"FBti0062895" ""
"FBti0061831" ""
"FBgn0037301" "Mms19"
"FBti0061292" ""
"FBti0019158" ""
"FBgn0052076" "Alg10"
"FBti0063207" ""
"FBti0061863" ""
"FBgn0037298" "Sccpdh1"
"FBgn0010225" "Gel"
"FBgn0263995" "cpo"
"FBgn0003890" "betaTub97EF"
"FBgn0260435" "CR42530"
"FBti0018990" ""
"FBtr0472753_df_nrg" ""
"FBti0060924" ""
"FBgn0265998" "Doa"
"FBgn0264601" "lncRNA:CR43950"
"FBti0063052" ""
"FBgn0037590" "Or85b"
"FBgn0267541" "lncRNA:CR45881"
"FBti0060742" ""
"FBgn0001222" "Hsf"
"FBgn0031289" "CG13950"
"FBgn0260942" "bond"
"FBgn0024319" "Nach"
"FBti0063598" ""
"FBti0062284" ""
"FBti0018944" ""
"FBgn0259994" "OtopLa"
"FBgn0032149" "CG4036"
"FBgn0031284" "PGAP2"
"FBgn0013695" "mt:tRNA:His-GTG"
"FBti0102111" ""
"FBgn0086076" "snoRNA:MeU2-A31"
"FBgn0032816" "Nf-YB"
"FBgn0040650" "CG15456"
"FBgn0011904" "tRNA:Lys-TTT-2-4"
"FBgn0033961" "ND-B15"
"FBgn0053340" "CG33340"
"FBgn0042083" "Mccc2"
"FBgn0031726" "Cyp6a16"
"FBgn0015577" "alpha-Est9"
"FBti0060206" ""
"FBgn0028956" "mthl3"
"FBgn0267532" "asRNA:CR45872"
"FBgn0004370" "Ptp10D"
"RR48398_transposable_element" ""
"FBgn0033592" "CG13215"
"FBgn0037809" "CG12818"
"FBgn0260749" "Utx"
"FBgn0030386" "CG2574"
"FBgn0266866" "lncRNA:CR45327"
"FBti0020268" ""
"FBgn0035380" "CG9970"
"FBgn0267220" "lncRNA:CR45660"
"FBti0019864" ""
"FBgn0267750" "asRNA:CR46081"
"FBti0061229" ""
"FBgn0015381" "dsf"
"FBgn0003654" "sw"
"FBgn0262954" "Rpb12"
